Number collaborations;artist_id;artist_name;feat_artist_id;feat_artist_name
37;mn0000137494;Fats Domino;mn0000234518;Louis Armstrong
42;mn0000137494;Fats Domino;mn0000310383;Pérez Prado
40;mn0000137494;Fats Domino;mn0000577590;Dave Bartholomew
19;mn0000137494;Fats Domino;mn0000649542;Fats & Dave
36;mn0000137494;Fats Domino;mn0000774956;Chris Kenner
32;mn0000137494;Fats Domino;mn0001576865;Louis Brooks
41;mn0000138235;Laura Pausini;mn0000073526;Gianna Nannini
11;mn0000138235;Laura Pausini;mn0000111602;Ivano Fossati
32;mn0000138235;Laura Pausini;mn0000240252;Juan Gabriel
56;mn0000138235;Laura Pausini;mn0000255733;Johnny Hallyday
8;mn0000138235;Laura Pausini;mn0000370078;Carmen Consoli
6;mn0000138235;Laura Pausini;mn0000534528;Hélène Ségara
12;mn0000138235;Laura Pausini;mn0000619388;Alejandro Sanz
42;mn0000138235;Laura Pausini;mn0000633883;Fiorella Mannoia
26;mn0000138235;Laura Pausini;mn0000751613;Andrea Bocelli
31;mn0000138235;Laura Pausini;mn0000798662;Ennio Morricone
26;mn0000138235;Laura Pausini;mn0000804476;Charles Aznavour
9;mn0000138235;Laura Pausini;mn0000833308;Juán Zaizar
63;mn0000138235;Laura Pausini;mn0001404739;Maria Elena Leal Beltrán
24;mn0000138235;Laura Pausini;mn0002378432;Silvia Pausini
9;mn0000138235;Laura Pausini;mn0002641990;Pablo Alborán
70;mn0000138672;Joan Manuel Serrat;mn0000026061;Ana Belén
19;mn0000138672;Joan Manuel Serrat;mn0000224931;María Dolores Pradera
1;mn0000138672;Joan Manuel Serrat;mn0000278762;Los Chalchaleros
28;mn0000138672;Joan Manuel Serrat;mn0000657329;Camarón de la Isla
57;mn0000138672;Joan Manuel Serrat;mn0000670584;Hernandez
19;mn0000138672;Joan Manuel Serrat;mn0002211573;Miguel Hernández
70;mn0000138672;Joan Manuel Serrat;mn0002435958;Joan Albert Amargós
79;mn0000138699;Frank Zappa;mn0000027864;Andre Williams
84;mn0000138699;Frank Zappa;mn0000058232;The Four Deuces
163;mn0000138699;Frank Zappa;mn0000365203;Frank Zappa & the Mothers
581;mn0000138699;Frank Zappa;mn0000405522;The Mothers of Invention
78;mn0000138699;Frank Zappa;mn0000602907;London Symphony Orchestra
25;mn0000138699;Frank Zappa;mn0000639297;Cabbageboy
80;mn0000138699;Frank Zappa;mn0000761214;Bob Guy
45;mn0000138699;Frank Zappa;mn0000988638;Captain Beefheart
28;mn0000138699;Frank Zappa;mn0001054489;Wazoo
46;mn0000138699;Frank Zappa;mn0001344990;Ensemble Modern
82;mn0000138699;Frank Zappa;mn0002592816;Frank Zappa & the Mothers of Invention
79;mn0000138699;Frank Zappa;mn0002979482;The Abnuceals Emuukha Electric Symphony Orchestra & Chorus
9;mn0000139026;Led Zeppelin;mn0000093849;Black Oak Arkansas
12;mn0000139026;Led Zeppelin;mn0000136394;Coalesce
22;mn0000139026;Led Zeppelin;mn0000136731;Classic Rock String Quartet
8;mn0000139026;Led Zeppelin;mn0000531986;David Bowie
18;mn0000139026;Led Zeppelin;mn0001759741;TOAK
15;mn0000139655;Laura Branigan;mn0000181295;David Hasselhoff
11;mn0000139655;Laura Branigan;mn0000801244;Cerrone
23;mn0000139655;Laura Branigan;mn0001465646;R.A.F. [Royal Air Forces]
15;mn0000139908;The Cult;mn0000072959;Ian Astbury
9;mn0000141683;Darkness;mn0000765595;Backstreet Boys
23;mn0000143559;Joaquín Sabina;mn0000146053;Claudio Gabis
59;mn0000143559;Joaquín Sabina;mn0000175874;Fito Páez
17;mn0000143559;Joaquín Sabina;mn0000197541;Vice Versa
17;mn0000143559;Joaquín Sabina;mn0000266458;Diego Carrasco
11;mn0000143559;Joaquín Sabina;mn0000488743;Playbacks
28;mn0000143559;Joaquín Sabina;mn0001735670;Daniel Amaro
41;mn0000143559;Joaquín Sabina;mn0002047283;Javier Krahe
72;mn0000143559;Joaquín Sabina;mn0002056552;Serrat y Sabina
45;mn0000143559;Joaquín Sabina;mn0002496611;Joaquin Sabina y Viceversa
17;mn0000144847;Eagles;mn0000014371;Steelasophical
7;mn0000144847;Eagles;mn0000048300;Bar-Kays
13;mn0000144847;Eagles;mn0001520877;Flash Griner
30;mn0000144847;Eagles;mn0002284226;The Eagles
15;mn0000147072;Marea;mn0001550315;Domingo Calzado
9;mn0000147072;Marea;mn0001557842;Mai Medina
5;mn0000147072;Marea;mn0002315009;Alfredo Piedrafita
28;mn0000149044;Barry White;mn0000004102;Allan Felder
13;mn0000149044;Barry White;mn0000068934;Kenny G
29;mn0000149044;Barry White;mn0000101946;Isaac Hayes
5;mn0000149044;Barry White;mn0000139739;Felice Taylor
25;mn0000149044;Barry White;mn0000230667;Zucchero
98;mn0000149044;Barry White;mn0000249908;Love Unlimited
147;mn0000149044;Barry White;mn0000298888;Love Unlimited Orchestra
17;mn0000149044;Barry White;mn0000378624;Quincy Jones
14;mn0000149044;Barry White;mn0000662067;Gravediggaz
56;mn0000149044;Barry White;mn0000781154;Cool Dre
22;mn0000149044;Barry White;mn0000784073;The Countdown Singers
3;mn0000149044;Barry White;mn0000884962;Regina Belle
21;mn0000149044;Barry White;mn0001050436;Smoke
36;mn0000149044;Barry White;mn0001201973;White Heat
16;mn0000149044;Barry White;mn0001901638;West Wing
55;mn0000149515;Joe Cocker;mn0000010743;Patrick Bruel
30;mn0000149515;Joe Cocker;mn0000059156;B.B. King
19;mn0000149515;Joe Cocker;mn0000062135;The Grease Band
13;mn0000149515;Joe Cocker;mn0000105618;Ladysmith Black Mambazo
60;mn0000149515;Joe Cocker;mn0000128099;James Brown
38;mn0000149515;Joe Cocker;mn0000149864;Bekka Bramlett
13;mn0000149515;Joe Cocker;mn0000267505;Jennifer Warnes
20;mn0000149515;Joe Cocker;mn0000321321;Lulu
17;mn0000149515;Joe Cocker;mn0000601079;Eros Ramazzotti
11;mn0000149515;Joe Cocker;mn0000664378;Glen Campbell
47;mn0000149515;Joe Cocker;mn0000751613;Andrea Bocelli
23;mn0000149515;Joe Cocker;mn0000757473;Sybersound
12;mn0000149515;Joe Cocker;mn0000816387;Leon Russell
76;mn0000149515;Joe Cocker;mn0001715129;"Felix ""Flaco"" Falcon"
35;mn0000150048;Enigma;mn0000050281;Anggun
11;mn0000150048;Enigma;mn0000094582;Killa Cole
12;mn0000150048;Enigma;mn0000652583;Big Stang
7;mn0000150048;Enigma;mn0000923063;ATB
1;mn0000150048;Enigma;mn0000985675;D-Dirt
4;mn0000151549;Belinda Carlisle;mn0000130048;Crash Baptists
9;mn0000151549;Belinda Carlisle;mn0000184091;Don Henley
15;mn0000151549;Belinda Carlisle;mn0000383536;Radiator
18;mn0000151549;Belinda Carlisle;mn0000482677;The Lemonheads
9;mn0000151549;Belinda Carlisle;mn0000796710;Freda Payne
10;mn0000152063;Dulce Pontes;mn0000188476;Waldemar Bastos
8;mn0000152063;Dulce Pontes;mn0000253508;Uxia
92;mn0000152063;Dulce Pontes;mn0000798662;Ennio Morricone
44;mn0000152063;Dulce Pontes;mn0000942634;George Dalaras
11;mn0000152063;Dulce Pontes;mn0001965326;Beto Betuk
106;mn0000154544;Green Day;mn0000630035;Nancy McClean
11;mn0000154544;Green Day;mn0000639053;Hüsker Dü
20;mn0000154544;Green Day;mn0000919805;50 Cent
35;mn0000154544;Green Day;mn0002064828;Waba Sé Wasca
19;mn0000157676;Eminem;mn0000065618;Baka Boyz
20;mn0000157676;Eminem;mn0000088180;Kid Rock
5;mn0000157676;Eminem;mn0000139418;D12
12;mn0000157676;Eminem;mn0000421691;Aristotle
18;mn0000157676;Eminem;mn0000456134;Redman
29;mn0000157676;Eminem;mn0000462842;Obie Trice
45;mn0000157676;Eminem;mn0000481394;Outsidaz
4;mn0000157676;Eminem;mn0000537548;Busta Rhymes
63;mn0000157676;Eminem;mn0000682056;Xzibit
20;mn0000157676;Eminem;mn0000726348;B.o.B
37;mn0000157676;Eminem;mn0000774056;J-Black
33;mn0000157676;Eminem;mn0000892827;The Notorious B.I.G.
105;mn0000157676;Eminem;mn0000919805;50 Cent
37;mn0000157676;Eminem;mn0002598627;Skylar Grey
14;mn0000159433;Take That;mn0000027780;Sigma
5;mn0000159433;Take That;mn0000081335;Katherine Jenkins
8;mn0000159433;Take That;mn0000227697;Robbie Williams
12;mn0000159433;Take That;mn0000321321;Lulu
14;mn0000159433;Take That;mn0000520501;Booty Luv
22;mn0000159433;Take That;mn0000738338;Caught in the Act
17;mn0000159433;Take That;mn0001049215;Howard Donald
6;mn0000159611;Bebe;mn0000055430;Los Elegidos
5;mn0000159611;Bebe;mn0000074994;Baby Rasta
17;mn0000159611;Bebe;mn0000135621;Bebe Y Wise
6;mn0000159611;Bebe;mn0000182995;Macaco
10;mn0000159611;Bebe;mn0000230667;Zucchero
4;mn0000159611;Bebe;mn0000391409;Ojos de Brujo
6;mn0000159611;Bebe;mn0000439573;Luis Pastor
2;mn0000159611;Bebe;mn0000660507;Giorgio Moroder
2;mn0000159611;Bebe;mn0000717975;101 Strings
5;mn0000159611;Bebe;mn0000828556;Los Amaya
11;mn0000159611;Bebe;mn0001230364;Bebe de la Salsa
11;mn0000159611;Bebe;mn0001563336;Rhythms del Mundo
4;mn0000159611;Bebe;mn0001913455;Cynthia de la Rosa
1;mn0000159611;Bebe;mn0001925104;Brewleymc
6;mn0000159611;Bebe;mn0002082482;"Adrian ""Bebe"" Diaz"
23;mn0000161173;Bebo Valdés;mn0000005062;Pacho Alonso
3;mn0000161173;Bebo Valdés;mn0000066499;Javier Colina
34;mn0000161173;Bebo Valdés;mn0000120241;Jimmy Heath
14;mn0000161173;Bebo Valdés;mn0000137998;Federico Britos
80;mn0000161173;Bebo Valdés;mn0000289094;Chucho Valdés
25;mn0000161173;Bebo Valdés;mn0000778681;Diego el Cigala
12;mn0000161173;Bebo Valdés;mn0000791479;Bebo
35;mn0000161173;Bebo Valdés;mn0000838144;Rolando Laserie
27;mn0000161173;Bebo Valdés;mn0000892739;Orquesta Sensacion
65;mn0000161173;Bebo Valdés;mn0000962976;Eladio Reinón
4;mn0000161173;Bebo Valdés;mn0002055040;Young Vocal Artists of Los Angeles
35;mn0000161173;Bebo Valdés;mn0003108068;Bebo Valdes and His Havana All Stars
53;mn0000161808;Shania Twain;mn0000007031;Alison Krauss & Union Station
4;mn0000161808;Shania Twain;mn0000243474;Lionel Richie
19;mn0000161808;Shania Twain;mn0000262255;Mariah Carey
4;mn0000161808;Shania Twain;mn0000290392;Mark McGrath
14;mn0000161808;Shania Twain;mn0000490549;Anne Murray
10;mn0000161808;Shania Twain;mn0000520024;Brian White
6;mn0000161808;Shania Twain;mn0000583959;Willie Nelson
10;mn0000161808;Shania Twain;mn0000745071;Alison Krauss
27;mn0000161808;Shania Twain;mn0000885569;Michael Bublé
10;mn0000161808;Shania Twain;mn0000940255;Nick Fiorucci
9;mn0000161920;Grace Jones;mn0000075329;Bob Sinclar
7;mn0000161920;Grace Jones;mn0000078758;Bounty Killer
26;mn0000161920;Grace Jones;mn0000258465;Nostalgia 77
4;mn0000161920;Grace Jones;mn0000262293;Dimitri from Paris
6;mn0000161920;Grace Jones;mn0000278439;Lil' Kim
1;mn0000161920;Grace Jones;mn0000413000;Diddy
19;mn0000161920;Grace Jones;mn0000492331;Pretenders
4;mn0000161920;Grace Jones;mn0000501561;Arcadia
18;mn0000161920;Grace Jones;mn0000655306;DJ Hell
27;mn0000161920;Grace Jones;mn0000936658;Brigitte Fontaine
15;mn0000161920;Grace Jones;mn0001440370;Paulette Ivory
3;mn0000161920;Grace Jones;mn0001888264;Blank
19;mn0000162269;Faith Hill;mn0000006334;Tony Bennett
3;mn0000162269;Faith Hill;mn0000020760;Shelby Lynne
3;mn0000162269;Faith Hill;mn0000275335;Josh Groban
4;mn0000162269;Faith Hill;mn0000465822;Michael Peterson
84;mn0000162269;Faith Hill;mn0000592954;Tim McGraw
25;mn0000162269;Faith Hill;mn0000944084;George Strait
56;mn0000163133;Benny Goodman;mn0000017990;Teddy Wilson
38;mn0000163133;Benny Goodman;mn0000042760;Big Sid Catlett
47;mn0000163133;Benny Goodman;mn0000124675;Jack Teagarden
101;mn0000163133;Benny Goodman;mn0000127044;Count Basie
13;mn0000163133;Benny Goodman;mn0000134733;Benny Goodman Small Groups
57;mn0000163133;Benny Goodman;mn0000137077;Ben Pollack
54;mn0000163133;Benny Goodman;mn0000162018;Benny Goodman & His Great Vocalists
38;mn0000163133;Benny Goodman;mn0000196934;Gene Krupa
11;mn0000163133;Benny Goodman;mn0000256349;Peggy Lee
108;mn0000163133;Benny Goodman;mn0000287604;Louis Jordan
29;mn0000163133;Benny Goodman;mn0000309722;Martha Tilton
47;mn0000163133;Benny Goodman;mn0000511029;Artie Shaw
11;mn0000163133;Benny Goodman;mn0000591425;Benny Goodman & His Orchestra
50;mn0000163133;Benny Goodman;mn0000598679;Morey Feld
129;mn0000163133;Benny Goodman;mn0000661172;Glenn Miller
47;mn0000163133;Benny Goodman;mn0000673360;Helen Forrest
101;mn0000163133;Benny Goodman;mn0000954694;Helen Ward
6;mn0000163133;Benny Goodman;mn0001984017;Boston String Quartet
47;mn0000163133;Benny Goodman;mn0002339970;Rhythm Makers Orchestra
18;mn0000163229;ELO;mn0000136684;E.L.O.
69;mn0000163229;ELO;mn0000228266;Jeff Lynne
29;mn0000163229;ELO;mn0000310087;Jungle Brothers
81;mn0000163229;ELO;mn0000473554;Olivia Newton-John
52;mn0000163229;ELO;mn0001753734;Electric Light Orchestra, Part II
5;mn0000164175;Eternal;mn0000534206;Reverend Bizarre
5;mn0000167517;Dire Straits;mn0000159699;Emmylou Harris
11;mn0000170381;Europe;mn0000503913;Mountain
16;mn0000170381;Europe;mn0000976241;Ian Haugland
23;mn0000171711;Carlinhos Brown;mn0000002330;Sergio Mendes
7;mn0000171711;Carlinhos Brown;mn0000117325;Communion
17;mn0000171711;Carlinhos Brown;mn0000161173;Bebo Valdés
44;mn0000171711;Carlinhos Brown;mn0000503479;Timbalada
5;mn0000171711;Carlinhos Brown;mn0000573410;Maria Bethânia
6;mn0000171711;Carlinhos Brown;mn0000578927;Xuxa
3;mn0000171711;Carlinhos Brown;mn0000633883;Fiorella Mannoia
16;mn0000171711;Carlinhos Brown;mn0000661456;DJ Dero
4;mn0000171711;Carlinhos Brown;mn0000776274;Chiclete Com Banana
7;mn0000171711;Carlinhos Brown;mn0000799953;Gabriel o Pensador
20;mn0000171711;Carlinhos Brown;mn0000905574;Ivete Sangalo
39;mn0000171711;Carlinhos Brown;mn0000929789;Arnaldo Antunes
2;mn0000171711;Carlinhos Brown;mn0002676845;Jesse Eisenberg
16;mn0000171711;Carlinhos Brown;mn0003463657;Afrodisíaco
10;mn0000172239;Fangoria;mn0000500290;Miranda!
28;mn0000172239;Fangoria;mn0000740186;Cecilia
12;mn0000172239;Fangoria;mn0001331980;George Gallacher
19;mn0000172239;Fangoria;mn0001593030;Victor Coyote
14;mn0000172239;Fangoria;mn0002457919;Paco Clavel
67;mn0000172360;Víctor Manuel;mn0000208383;Victor Manuel Mato
11;mn0000172360;Víctor Manuel;mn0000807428;Víctor Manuelle
54;mn0000172360;Víctor Manuel;mn0002951172;Victor Manuel
8;mn0000172582;Franz Ferdinand;mn0000216846;Jane Birkin
15;mn0000172582;Franz Ferdinand;mn0000667020;Malcolm McLaren
6;mn0000172582;Franz Ferdinand;mn0000808336;Ryan Adams
16;mn0000172582;Franz Ferdinand;mn0001563336;Rhythms del Mundo
5;mn0000172582;Franz Ferdinand;mn0001863541;Nardwuar the Human Serviette
10;mn0000172582;Franz Ferdinand;mn0001998920;Coco Freeman
1;mn0000175286;Dolly Parton;mn0000001433;Pam Tillis
36;mn0000175286;Dolly Parton;mn0000061744;Nashville Symphony
187;mn0000175286;Dolly Parton;mn0000159699;Emmylou Harris
39;mn0000175286;Dolly Parton;mn0000165818;Charley Pride
65;mn0000175286;Dolly Parton;mn0000185669;Mac Davis
450;mn0000175286;Dolly Parton;mn0000355451;Porter Wagoner
57;mn0000175286;Dolly Parton;mn0000583959;Willie Nelson
17;mn0000175874;Fito Páez;mn0000025597;Andrés Calamaro
23;mn0000175874;Fito Páez;mn0000194738;Los Enanitos Verdes
5;mn0000175874;Fito Páez;mn0000206592;Victor Heredia
1;mn0000175874;Fito Páez;mn0000289863;Liliana Herrero
94;mn0000175874;Fito Páez;mn0000308625;Luis Alberto Spinetta
19;mn0000175874;Fito Páez;mn0000672897;Daniel Piazzolla
50;mn0000175874;Fito Páez;mn0000827647;Sabina Y Paez
5;mn0000175874;Fito Páez;mn0000853450;Los Pericos
13;mn0000175874;Fito Páez;mn0000869068;Mercedes Sosa
8;mn0000175874;Fito Páez;mn0001865181;Os Paralamas
11;mn0000176358;Jamiroquai;mn0000018896;Skyy
14;mn0000176358;Jamiroquai;mn0000214901;M-Beat
13;mn0000176358;Jamiroquai;mn0000243812;Leon Ware
8;mn0000176358;Jamiroquai;mn0000329977;Johnny Hammond
25;mn0000176358;Jamiroquai;mn0000619423;Ashford & Simpson
10;mn0000176358;Jamiroquai;mn0000819846;Dexter Wansel
3;mn0000176358;Jamiroquai;mn0000821636;Jools Holland & His Rhythm & Blues Orchestra
11;mn0000176358;Jamiroquai;mn0000983662;DJ Jamad
1;mn0000176358;Jamiroquai;mn0001960723;Henri Mckoi
18;mn0000177060;Janis Joplin;mn0000034867;The Belmonts
97;mn0000177060;Janis Joplin;mn0000758943;Big Brother & the Holding Company
31;mn0000177060;Janis Joplin;mn0001256911;Janis Joplin & the Full Tilt Boogie Band
10;mn0000177060;Janis Joplin;mn0001731920;Kozmic Blues Band
8;mn0000177060;Janis Joplin;mn0001766751;Sunny Murray Duo
53;mn0000180228;Elvis Presley;mn0000072225;Bill Black
150;mn0000180228;Elvis Presley;mn0000082287;The Imperials Quartet
11;mn0000180228;Elvis Presley;mn0000094205;Chet Atkins
42;mn0000180228;Elvis Presley;mn0000400173;The Mello Men
76;mn0000180228;Elvis Presley;mn0000474241;The Nashville Edition
78;mn0000180228;Elvis Presley;mn0000490877;The Million Dollar Quartet
62;mn0000180228;Elvis Presley;mn0000585389;Robert Reina
60;mn0000180228;Elvis Presley;mn0000731084;Ann-Margret
88;mn0000180228;Elvis Presley;mn0000792507;Frank Sinatra
51;mn0000180228;Elvis Presley;mn0000824022;Little Richard
53;mn0000180228;Elvis Presley;mn0000859503;Spankox
69;mn0000180228;Elvis Presley;mn0000893964;Otis Blackwell
49;mn0000180228;Elvis Presley;mn0000963305;Young Man
91;mn0000180228;Elvis Presley;mn0001488286;VOICE
43;mn0000180228;Elvis Presley;mn0002001470;Frank Page
54;mn0000180228;Elvis Presley;mn0002826978;Dreamboats & Petticoats Cast
25;mn0000181376;UB40;mn0000036235;Small Axe
23;mn0000181376;UB40;mn0000057188;Bob Andy
12;mn0000181376;UB40;mn0000075295;Ken Boothe
80;mn0000181376;UB40;mn0000113823;Chrissie Hynde
24;mn0000181376;UB40;mn0000158830;Toots Hibbert
10;mn0000181376;UB40;mn0000225133;Honey Boy
6;mn0000181376;UB40;mn0000474764;The Mighty Diamonds
45;mn0000181376;UB40;mn0000507083;Astro
23;mn0000181376;UB40;mn0001506398;Dhol Blasters
10;mn0000181376;UB40;mn0002046361;One Love
26;mn0000181376;UB40;mn0002117371;DJ Rapper Truth
6;mn0000182415;Fugees;mn0000078758;Bounty Killer
9;mn0000182415;Fugees;mn0000537548;Busta Rhymes
7;mn0000182415;Fugees;mn0000583161;Wyclef Jean
2;mn0000182415;Fugees;mn0000852698;Poor Righteous Teachers
99;mn0000182900;Fleetwood Mac;mn0000096485;J.T. Brown
15;mn0000182900;Fleetwood Mac;mn0000123915;Christine McVie
11;mn0000182900;Fleetwood Mac;mn0000124031;Christine Perfect
18;mn0000182900;Fleetwood Mac;mn0000167328;Eddie Boyd
19;mn0000182900;Fleetwood Mac;mn0000187478;Eric Clapton
37;mn0000182900;Fleetwood Mac;mn0000240865;Jeff Beck
40;mn0000182900;Fleetwood Mac;mn0000287917;Lindsey Buckingham
59;mn0000182900;Fleetwood Mac;mn0000322666;Jeremy Spencer
27;mn0000182900;Fleetwood Mac;mn0000395679;Maxx Factor
160;mn0000182900;Fleetwood Mac;mn0000486775;Otis Spann
235;mn0000182900;Fleetwood Mac;mn0000842611;Peter Green
10;mn0000183311;Fine Young Cannibals;mn0000503464;The Singing Machine
10;mn0000183635;Mikel Erentxun;mn0000219948;Volumen Cero
16;mn0000183635;Mikel Erentxun;mn0000393055;Revólver
25;mn0000183635;Mikel Erentxun;mn0000797932;Enrique Bunbury
92;mn0000183635;Mikel Erentxun;mn0002139454;Malas Influencias
9;mn0000184043;Foo Fighters;mn0000231997;John Paul Jones
13;mn0000184043;Foo Fighters;mn0000531986;David Bowie
11;mn0000184043;Foo Fighters;mn0000899007;1 Giant Leap
7;mn0000184043;Foo Fighters;mn0001002995;Vitamin String Quartet
18;mn0000184043;Foo Fighters;mn0003337704;Los Angeles Youth Orchestra
9;mn0000184502;Ella Fitzgerald;mn0000051909;Carpenters
31;mn0000184502;Ella Fitzgerald;mn0000106994;Count Basie & His Orchestra
98;mn0000184502;Ella Fitzgerald;mn0000110604;Chick Webb
120;mn0000184502;Ella Fitzgerald;mn0000110669;Chick Webb & His Orchestra
39;mn0000184502;Ella Fitzgerald;mn0000120323;Duke Ellington
40;mn0000184502;Ella Fitzgerald;mn0000127044;Count Basie
42;mn0000184502;Ella Fitzgerald;mn0000144155;Duke Ellington & His Orchestra
77;mn0000184502;Ella Fitzgerald;mn0000209773;Joe Pass
48;mn0000184502;Ella Fitzgerald;mn0000306033;Lucero
43;mn0000184502;Ella Fitzgerald;mn0000346637;Roy Eldridge
52;mn0000184502;Ella Fitzgerald;mn0000503943;Armstrong
33;mn0000184502;Ella Fitzgerald;mn0000517965;Tommy Flanagan Trio
43;mn0000184502;Ella Fitzgerald;mn0000741474;Four Hits & A Miss
37;mn0000184502;Ella Fitzgerald;mn0001252149;Ralph Carmichael Orchestra & Chorus
67;mn0000184502;Ella Fitzgerald;mn0001775164;Count Basie Orchestra
16;mn0000184811;Erasure;mn0000009084;Sparks
30;mn0000184811;Erasure;mn0000217018;MC Kinky
58;mn0000184811;Erasure;mn0000592098;Sam Brown
15;mn0000184811;Erasure;mn0000816012;Lene Lovich
1;mn0000185591;Arcade Fire;mn0000289629;Linton Kwesi Johnson
17;mn0000186185;Celine Dion;mn0000031442;Anastacia
48;mn0000186185;Celine Dion;mn0000071636;Il Divo
11;mn0000186185;Celine Dion;mn0000087965;Kevon Edmonds
42;mn0000186185;Celine Dion;mn0000152643;Anne Geddes
19;mn0000186185;Celine Dion;mn0000174557;Carole King
8;mn0000186185;Celine Dion;mn0000330097;Maurane
38;mn0000186185;Celine Dion;mn0000486474;Bruno Pelletier
27;mn0000186185;Celine Dion;mn0000744969;Alvin & the Chipmunks
28;mn0000186185;Celine Dion;mn0000779599;Lara Fabian
7;mn0000186185;Celine Dion;mn0000804476;Charles Aznavour
9;mn0000186185;Celine Dion;mn0000820434;Whitney Houston
50;mn0000186185;Celine Dion;mn0000850607;Rosie O'Donnell
17;mn0000186185;Celine Dion;mn0000855531;Barbra Streisand
17;mn0000186185;Celine Dion;mn0000864209;Neil Diamond
47;mn0000186185;Celine Dion;mn0000938605;Éric Lapointe
23;mn0000186185;Celine Dion;mn0000942595;Café Quijano
56;mn0000186185;Celine Dion;mn0000955051;Henri Salvador
44;mn0000186185;Celine Dion;mn0000964582;Zachary Richard
27;mn0000186185;Celine Dion;mn0001842977;Diane Dufresne
32;mn0000186185;Celine Dion;mn0001964430;Chorale V'la l'Bon Ven
82;mn0000186312;Celia Cruz;mn0000045714;La Sonora Ponceña
142;mn0000186312;Celia Cruz;mn0000053434;La Sonora Matancera
19;mn0000186312;Celia Cruz;mn0000185057;Celia Cruz & la Sonora Matancera
3;mn0000186312;Celia Cruz;mn0000296024;Rubén Blades
63;mn0000186312;Celia Cruz;mn0000394555;Olga Guillot
55;mn0000186312;Celia Cruz;mn0000515239;Celia Cruz & Willie Colon
56;mn0000186312;Celia Cruz;mn0000573327;Willy Chirino
179;mn0000186312;Celia Cruz;mn0000607283;Tito Puente
17;mn0000186312;Celia Cruz;mn0000616937;Albita Rodriguez
1;mn0000186312;Celia Cruz;mn0000686577;Willie Colón
64;mn0000186312;Celia Cruz;mn0000758194;Beny Moré
3;mn0000186312;Celia Cruz;mn0000795130;Fania All-Stars
50;mn0000186312;Celia Cruz;mn0000894831;Oscar D'León
58;mn0000186312;Celia Cruz;mn0000942252;Compay Segundo
22;mn0000186312;Celia Cruz;mn0000955009;Daniel Santos
57;mn0000187478;Eric Clapton;mn0000031067;Solomon Burke
1;mn0000187478;Eric Clapton;mn0000044994;Sonny Landreth
45;mn0000187478;Eric Clapton;mn0000045313;Steve Winwood
54;mn0000187478;Eric Clapton;mn0000059156;B.B. King
14;mn0000187478;Eric Clapton;mn0000148974;The Dirty Mac
52;mn0000187478;Eric Clapton;mn0000197040;Champion Jack Dupree
33;mn0000187478;Eric Clapton;mn0000230667;Zucchero
55;mn0000187478;Eric Clapton;mn0000238495;John Mayall
20;mn0000187478;Eric Clapton;mn0000238506;John Mayall & the Bluesbreakers
41;mn0000187478;Eric Clapton;mn0000275130;Robbie Robertson
48;mn0000187478;Eric Clapton;mn0000337119;Phil Collins
46;mn0000187478;Eric Clapton;mn0000390239;Michael Brecker
33;mn0000187478;Eric Clapton;mn0000655273;Ginger Baker
47;mn0000187478;Eric Clapton;mn0000830425;Robert Cray
23;mn0000187478;Eric Clapton;mn0000846607;Jim Capaldi
51;mn0000192382;Deep Purple;mn0000032089;Shirley Scott
57;mn0000192382;Deep Purple;mn0000036805;Steve Morse Band
22;mn0000192382;Deep Purple;mn0000059475;Bernie Marsden
96;mn0000192382;Deep Purple;mn0000074359;Ian Paice
68;mn0000192382;Deep Purple;mn0000087859;Ian Gillan
68;mn0000192382;Deep Purple;mn0000168495;Eddie Hardin
74;mn0000192382;Deep Purple;mn0000203171;Lynn Sheppard
62;mn0000192382;Deep Purple;mn0000249238;Roger Glover
14;mn0000192382;Deep Purple;mn0000350127;Royal Philharmonic Orchestra
25;mn0000192382;Deep Purple;mn0000391933;Rainbow
152;mn0000192382;Deep Purple;mn0000551055;Glenn Hughes
60;mn0000192382;Deep Purple;mn0000602907;London Symphony Orchestra
34;mn0000192382;Deep Purple;mn0000662154;Episode Six
34;mn0000192382;Deep Purple;mn0000821351;Jon Lord
58;mn0000192382;Deep Purple;mn0000845775;Ronnie James Dio
23;mn0000192382;Deep Purple;mn0000864209;Neil Diamond
46;mn0000192897;Mago de Oz;mn0000097563;In Extremo
42;mn0000192897;Mago de Oz;mn0001223491;Moraito Chico
27;mn0000192897;Mago de Oz;mn0001603997;Doro Pesch
10;mn0000194246;Garbage;mn0000025462;Tricky
7;mn0000194246;Garbage;mn0000042589;The Beta Band
3;mn0000194246;Garbage;mn0000136124;The Crystal Method
10;mn0000194246;Garbage;mn0000169239;Felix da Housecat
1;mn0000194246;Garbage;mn0000392410;Rabbit in the Moon
20;mn0000194246;Garbage;mn0000398859;Brian Aubert
19;mn0000194246;Garbage;mn0000518313;Todd Terry
5;mn0000194246;Garbage;mn0000921895;2Pac
18;mn0000194246;Garbage;mn0001560931;Screaming Females
155;mn0000194738;Enanitos verdes;mn0000220403;Hombres G
23;mn0000194738;Enanitos verdes;mn0000942680;Café Tacuba
40;mn0000195874;Madness;mn0000058549;Elvis Costello
38;mn0000195874;Madness;mn0000060401;Audio Bullys
26;mn0000195874;Madness;mn0000071812;The Four Tops
51;mn0000195874;Madness;mn0000107193;W.S. Bugg
52;mn0000195874;Madness;mn0000228996;Sabir Mateen
18;mn0000195874;Madness;mn0000792530;Tori Amos
